,pos_tagged_coms
4319,"[('""', 'PUNC'), ('Là', 'ADV'), ('!', 'PUNC'), ('Je', 'CLS'), ('craaaaaaque', 'V'), ('!', 'PUNC'), ('!', 'PUNC'), ('""', 'PUNC'), ('Pink', 'NPP'), ('Ice', 'NPP'), ('""', 'PUNC'), (':', 'PUNC'), ('mon', 'DET'), ('eau', 'NC'), ('de', 'P'), ('parfum', 'NC'), ('favorite', 'ADJ'), ('!', 'PUNC'), ('Sans', 'P'), ('appel', 'NC'), ('!', 'PUNC'), (""C'"", 'CLS'), ('est', 'V'), ('ma', 'DET'), ('préférée', 'VPP'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC'), ('et', 'CC'), (',', 'PUNC'), ('contrairement', 'ADV'), ('à', 'P'), ('ce', 'PRO'), ('que', 'PROREL'), (""j'"", 'CLS'), ('ai', 'V'), ('lu', 'VPP'), (',', 'PUNC'), ('elle', 'CLS'), ('tient', 'V'), ('!', 'PUNC'), ('Elle', 'CLS'), ('tient', 'V'), ('même', 'ADV'), ('très', 'ADV'), ('longtemps', 'ADV'), (':', 'PUNC'), (""j'"", 'CLS'), ('en', 'CLO'), ('ai', 'V'), ('mis', 'VPP'), ('sur', 'P'), ('mon', 'DET'), ('foulard', 'NC'), ('début', 'NC'), ('de', 'P'), ('semaine', 'NC'), ('et', 'CC'), ('ce', 'DET'), ('samedi', 'NC'), (',', 'PUNC'), ('mon', 'DET'), ('foulard', 'NC'), ('embaume', 'V'), ('toujours', 'ADV'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), (""J'"", 'CLS'), ('ai', 'V'), ('oublié', 'VPP'), ('mon', 'DET'), ('foulard', 'NC'), ('sur', 'P'), ('le', 'DET'), ('dossier', 'NC'), ('du', 'P'), ('divan', 'NC'), ('ce', 'DET'), ('lundi', 'NC'), (',', 'PUNC'), ('ma', 'DET'), ('maman', 'NC'), ('a', 'V'), ('voulu', 'VPP'), ('le', 'DET'), ('ranger', 'VINF'), ('puis', 'CC'), (',', 'PUNC'), ('elle', 'CLS'), (""s'"", 'CLR'), ('est', 'V'), ('ravisée', 'VPP'), ('en', 'P'), ('sentant', 'VPR'), ('le', 'DET'), ('parfum', 'NC'), ('qui', 'PROREL'), (""s'"", 'CLR'), ('en', 'CLO'), ('dégageait', 'V'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('Elle', 'CLS'), (""m'"", 'CLO'), ('a', 'V'), ('dit', 'VPP'), ('quelle', 'ADJWH'), ('passait', 'V'), ('à', 'P'), ('côté', 'N'), ('exprès', 'ADJ'), ('tellement', 'ADV'), ('ça', 'PRO'), ('sentait', 'V'), ('bon', 'ADJ'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), (""J'"", 'CLS'), ('ai', 'V'), ('mis', 'VPP'), ('le', 'DET'), ('même', 'ADJ'), ('foulard', 'NC'), ('ce', 'DET'), ('vendredi', 'NC'), ('et', 'CC'), ('il', 'CLS'), ('sentait', 'V'), ('toujours', 'ADV'), ('aussi', 'ADV'), ('bon', 'ADJ'), ('.', 'PUNC'), ('Ma', 'DET'), ('maman', 'NC'), ('est', 'V'), ('aussi', 'ADV'), ('conquise', 'VPP'), ('que', 'CS'), ('moi', 'PRO'), ('.', 'PUNC'), ('Je', 'CLS'), ('lui', 'CLO'), ('ai', 'V'), ('donc', 'ADV'), ('offert', 'VPP'), ('un', 'DET'), ('flacon', 'NC'), ('ce', 'DET'), ('cette', 'DET'), ('eau', 'NC'), ('de', 'P'), ('parfum', 'NC'), ('""', 'PUNC'), ('générique', 'NC'), ('qui', 'PROREL'), (""n'"", 'ADV'), ('a', 'V'), ('rien', 'PRO'), ('à', 'P'), ('envier', 'VINF'), ('aux', 'P'), ('parfum', 'NC'), ('de', 'P'), ('grande', 'ADJ'), ('renommée', 'NC'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('""', 'PUNC')]"
4320,"[('""', 'PUNC'), ('Là', 'ADV'), (',', 'PUNC'), ('celui', 'PRO'), ('-', 'PUNC'), ('là', 'ADV'), (',', 'PUNC'), ('il', 'CLS'), ('a', 'V'), ('ma', 'DET'), ('préférence', 'NC'), (':', 'PUNC'), ('je', 'CLS'), ('ne', 'ADV'), ('peux', 'V'), ('plus', 'ADV'), (""m'"", 'CLO'), ('en', 'CLO'), ('passer', 'VINF'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('""', 'PUNC')]"
4321,"[('""', 'PUNC'), ('Conforme', 'ADJ'), ('à', 'P'), ('mes', 'DET'), ('attentes', 'NC'), (':', 'PUNC'), (""j'"", 'CLS'), ('en', 'CLO'), ('ai', 'V'), ('déjà', 'ADV'), ('recommandé', 'VPP'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('Rhaaaa', 'NPP'), ('!', 'PUNC'), ('je', 'CLS'), ('craque', 'V'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('""', 'PUNC')]"
4322,"[('""', 'PUNC'), (""J'"", 'CLS'), ('adore', 'V'), (""l'"", 'DET'), ('odeur', 'NC'), ('tien', 'ADJ'), ('super', 'NC'), ('bien', 'ADV'), ('""', 'PUNC')]"
4323,"[('""', 'PUNC'), ('Très', 'ADV'), ('bien', 'ADV'), ('.', 'PUNC'), ('Sent', 'V'), ('vraiment', 'ADV'), ('bon', 'ADJ'), ('et', 'CC'), ('tient', 'V'), ('bien', 'ADV'), ('.', 'PUNC'), ('Pour', 'P'), ('le', 'DET'), ('prix', 'NC'), ('il', 'CLS'), ('ne', 'ADV'), ('faut', 'V'), ('pas', 'ADV'), ('hésiter', 'VINF'), ('.', 'PUNC'), ('""', 'PUNC')]"
4324,"[('""', 'PUNC'), ('je', 'CLS'), (""l'"", 'CLO'), ('ai', 'V'), ('offert', 'VPP'), (',', 'PUNC'), ('il', 'CLS'), ('semble', 'V'), ('avoir', 'VINF'), ('fait', 'VPP'), ('plaisir', 'NC'), ('""', 'PUNC')]"
4325,"[('Ottimo', 'NPP'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC')]"
4326,"[('""', 'PUNC'), ('Correspond', 'NPP'), ('en', 'P'), ('tous', 'ADJ'), ('points', 'N'), ('à', 'P'), ('ce', 'PRO'), ('que', 'PROREL'), ('je', 'CLS'), ('voulais', 'V'), ('.', 'PUNC'), ('""', 'PUNC')]"
4327,"[('Parfait', 'ADJ')]"
4328,"[('""', 'PUNC'), ('ma', 'DET'), ('belle', 'ADJ'), ('fille', 'NC'), (""l'"", 'DET'), ('adore', 'NC'), ('""', 'PUNC')]"
4329,"[('""', 'PUNC'), (""J'"", 'CLS'), ('aime', 'V'), (""l'"", 'DET'), ('odeur', 'NC'), ('de', 'P'), ('la', 'DET'), ('vanille', 'NC'), ('.', 'PUNC'), ('Tout', 'ADJ'), ('le', 'DET'), ('monde', 'NC'), ('me', 'CLO'), ('dit', 'V'), ('que', 'CS'), ('ce', 'DET'), ('parfum', 'NC'), ('sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), ('.', 'PUNC'), ('Domage', 'NPP'), ('que', 'CS'), ('je', 'CLS'), (""n'"", 'ADV'), ('ai', 'V'), ('pu', 'VPP'), ('qu', 'ET'), (""'"", 'ET'), ('en', 'P'), ('commander', 'VINF'), ('un', 'DET'), ('lors', 'ADV'), ('de', 'P'), ('ma', 'DET'), ('dernière', 'ADJ'), ('commande', 'NC'), ('.', 'PUNC'), ('""', 'PUNC')]"
4330,"[('""', 'PUNC'), ('trés', 'VPP'), ('bien', 'ADV'), ('""', 'PUNC')]"
4331,"[('""', 'PUNC'), ('sent', 'V'), ('super', 'ADJ'), ('bon', 'ADJ'), ('pour', 'P'), ('prix', 'NC'), ('imbattable', 'ADJ'), ('""', 'PUNC')]"
4332,"[('""', 'PUNC'), ('un', 'DET'), ('pur', 'ADJ'), ('délice', 'NC'), ('""', 'PUNC')]"
4333,"[('SUPER', 'NC')]"
4334,"[('SUPER', 'NC')]"
4335,"[('excellent', 'ADJ')]"
4336,"[('Parfait', 'ADJ')]"
4337,"[('RAS', 'NC')]"
4338,"[('""', 'PUNC'), ('Excellent', 'ADJ'), ('produit', 'NC'), ('""', 'PUNC')]"
4339,"[('""', 'PUNC'), ('bon', 'ADJ'), ('produit', 'NC'), ('""', 'PUNC')]"
4340,"[('""', 'PUNC'), ('très', 'ADV'), ('bien', 'ADV'), ('mais', 'CC'), ('tient', 'V'), ('peu', 'ADV'), (',', 'PUNC'), ('il', 'CLS'), ('faut', 'V'), ('en', 'CLO'), ('mettre', 'VINF'), ('beaucoup', 'ADV'), ('""', 'PUNC')]"
4341,"[('""', 'PUNC'), ('Toujours', 'ADV'), ('contente', 'V'), ('de', 'P'), ('ce', 'DET'), ('parfum', 'NC'), ('tiens', 'ADJ'), ('très', 'ADV'), ('bien', 'ADV'), ('""', 'PUNC')]"
4342,"[('""', 'PUNC'), ('Très', 'ADV'), ('bien', 'ADV'), ('""', 'PUNC')]"
4343,"[('""', 'PUNC'), ('Sent', 'V'), ('bon', 'ADJ'), ('mais', 'CC'), ('à', 'P'), ('court', 'ADJ'), ('terme', 'N'), ('""', 'PUNC')]"
4344,"[('""', 'PUNC'), ('pas', 'ADV'), ('utiliser', 'VINF'), ('pour', 'P'), (""l'"", 'DET'), ('instant', 'N'), ('""', 'PUNC')]"
4345,"[('""', 'PUNC'), ('Un', 'DET'), ('parfum', 'NC'), ('qui', 'PROREL'), ('sent', 'V'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4346,"[('""', 'PUNC'), ('Super', 'N'), ('""', 'PUNC')]"
4347,"[('""', 'PUNC'), ('Très', 'ADV'), ('bien', 'ADV'), ('""', 'PUNC')]"
4348,"[('magnifique', 'ADJ')]"
4349,"[('""', 'PUNC'), ('cadeau', 'NC'), ('de', 'P'), ('noel', 'NC'), ('donc', 'ADV'), ('je', 'CLS'), ('ne', 'ADV'), ('sais', 'V'), ('pas', 'ADV'), ('""', 'PUNC')]"
4350,"[('parfait', 'ADJ')]"
4351,"[('Bien', 'ADV')]"
4352,"[('""', 'PUNC'), ('parfum', 'NC'), ('tres', 'ADJ'), ('agréable', 'ADJ'), ('""', 'PUNC')]"
4353,"[('""', 'PUNC'), ('Pas', 'ADV'), ('mal', 'ADV'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('""', 'PUNC')]"
4354,"[('""', 'PUNC'), ('Tenue', 'ET'), ('pas', 'ADV'), ('terrible', 'ADJ'), ('.', 'PUNC'), ('""', 'PUNC')]"
4355,"[('bien', 'ADV')]"
4356,"[('""', 'PUNC'), ('bonne', 'ADJ'), ('odeur', 'NC'), ('""', 'PUNC')]"
4357,"[('""', 'PUNC'), ('sebt', 'ET'), ('très', 'ADV'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4358,"[('""', 'PUNC'), ('Sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4359,"[('ab', 'NC')]"
4360,"[('""', 'PUNC'), ('Léger', 'ADJ'), ('et', 'CC'), ('puissant', 'ADJ'), ('""', 'PUNC')]"
4361,"[('""', 'PUNC'), ('très', 'ADV'), ('bon', 'ADJ'), ('parfum', 'NC'), (',', 'PUNC'), ('bonne', 'ADJ'), ('tenue', 'NC'), ('et', 'CC'), (""n'"", 'ADV'), ('a', 'V'), ('rien', 'PRO'), ('a', 'V'), ('envier', 'VINF'), ('aux', 'P'), ('parfums', 'NC'), ('de', 'P'), ('marque', 'NC'), ('""', 'PUNC')]"
4362,"[('""', 'PUNC'), ('je', 'CLS'), (""l'"", 'CLO'), ('ai', 'V'), ('offert', 'VPP'), ('à', 'P'), ('une', 'DET'), ('amie', 'NC'), ('qui', 'PROREL'), (""l'"", 'CLO'), ('aime', 'V'), ('beaucoup', 'ADV'), ('.', 'PUNC'), ('""', 'PUNC')]"
4363,"[('""', 'PUNC'), ('Pas', 'ADV'), ('cher', 'ADJ'), ('et', 'CC'), ('sent', 'V'), ('tres', 'ADJ'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4364,"[('formidable', 'ADJ')]"
4365,"[('""', 'PUNC'), ('Très', 'ADV'), ('bien', 'ADV'), (',', 'PUNC'), ('emballage', 'NC'), ('et', 'CC'), ('jolie', 'ADJ'), ('bouteille', 'NC'), ('je', 'CLS'), ('recommande', 'V'), ('""', 'PUNC')]"
4366,"[('""', 'PUNC'), ('Conforme', 'ADJ'), ('à', 'P'), ('mes', 'DET'), ('attentes', 'NC'), ('""', 'PUNC')]"
4367,"[('""', 'PUNC'), ('Super', 'ET'), ('parfum', 'NC'), (',', 'PUNC'), (""j'"", 'CLS'), ('adore', 'V'), ('""', 'PUNC')]"
4368,"[('""', 'PUNC'), ('je', 'CLS'), ('connais', 'V'), ('déjà', 'ADV'), ('ce', 'DET'), ('produit', 'NC'), ('.', 'PUNC'), (""C'"", 'CLS'), ('est', 'V'), ('une', 'DET'), ('réussite', 'NC'), ('.', 'PUNC'), ('""', 'PUNC')]"
4369,"[('""', 'PUNC'), ('très', 'ADV'), ('bien', 'ADV'), ('""', 'PUNC')]"
4370,"[('parfait', 'ADJ')]"
4371,"[('""', 'PUNC'), ('le', 'DET'), ('produit', 'NC'), ('est', 'V'), ('conforme', 'ADJ'), ('à', 'P'), ('ma', 'DET'), ('commande', 'NC'), ('""', 'PUNC')]"
4372,"[('""', 'PUNC'), ('très', 'ADV'), ('bon', 'ADJ'), ('parfum', 'NC'), ('""', 'PUNC')]"
4373,"[('conforme', 'ADJ')]"
4374,"[('""', 'PUNC'), ('J', 'N'), ('ADORE', 'NPP'), ('IL', 'CLS'), ('ME', 'V'), ('FAIS', 'NPP'), ('BEAUCOUP', 'NPP'), ('A', 'P'), ('UN', 'DET'), ('DE', 'P'), ('MES', 'NPP'), ('PARFUM', 'NPP'), ('""', 'PUNC')]"
4375,"[('""', 'PUNC'), ('tres', 'NC'), ('bien', 'ADV'), ('""', 'PUNC')]"
4376,"[('""', 'PUNC'), ('Très', 'ADV'), ('bien', 'ADV'), ('""', 'PUNC')]"
4377,"[('""', 'PUNC'), ('les', 'DET'), ('flacons', 'NC'), ('sont', 'V'), ('arrivés', 'VPP'), ('cabossés', 'VPP'), ('je', 'CLS'), ('ne', 'ADV'), ('suis', 'V'), ('pas', 'ADV'), ('contente', 'V'), ('""', 'PUNC')]"
4378,"[('excellent', 'ADJ'), ('.', 'PUNC')]"
4379,"[('""', 'PUNC'), ('sent', 'V'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4380,"[('""', 'PUNC'), ('très', 'ADV'), ('bon', 'ADJ'), ('rapport', 'N'), ('qualité', 'N'), ('prix', 'N'), ('""', 'PUNC')]"
4381,"[('bien', 'ADV')]"
4382,"[('Sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ')]"
4383,"[('Nouveau', 'ADJ'), ('mais', 'CC'), ('parfanit', 'ADJ')]"
4384,"[('""', 'PUNC'), ('très', 'ADV'), ('très', 'ADV'), ('très', 'ADV'), ('bien', 'ADV'), ('""', 'PUNC')]"
4385,"[(""J'"", 'CLS'), ('adore', 'V'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC')]"
4386,"[('""', 'PUNC'), ('Bluffant', 'VPR'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC'), ('Simplement', 'ADV'), ('bluffant', 'ADJ'), ('!', 'PUNC'), ('!', 'PUNC'), ('!', 'PUNC'), (""J'"", 'CLS'), ('avais', 'V'), ('lu', 'VPP'), ('les', 'DET'), ('infos', 'NC'), ('sur', 'P'), ('cette', 'DET'), ('eau', 'NC'), ('de', 'P'), ('parfum', 'NC'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('puis', 'CC'), (',', 'PUNC'), ('les', 'DET'), ('avis', 'NC'), ('des', 'P'), ('autres', 'ADJ'), ('consommateurs', 'NC'), ('et', 'CC'), (""j'"", 'CLS'), ('ai', 'V'), ('eu', 'VPP'), ('envie', 'NC'), (""d'"", 'P'), ('essayer', 'VINF'), (':', 'PUNC'), (""j'"", 'CLS'), ('ai', 'V'), ('rudement', 'ADV'), ('bien', 'ADV'), ('fait', 'VPP'), ('!', 'PUNC'), (""J'"", 'CLS'), ('en', 'CLO'), ('ai', 'V'), ('recommander', 'VINF'), ('pour', 'P'), ('offrir', 'VINF'), ('à', 'P'), ('ma', 'DET'), ('maman', 'NC'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), (""C'"", 'CLS'), ('est', 'V'), ('vous', 'CLO'), ('dire', 'VINF'), ('.', 'PUNC'), ('.', 'PUNC'), ('.', 'PUNC'), ('""', 'PUNC')]"
4387,"[('""', 'PUNC'), ('Satisfaite', 'NPP'), ('.', 'PUNC'), ('Il', 'CLS'), ('tient', 'V'), ('toute', 'DET'), ('la', 'DET'), ('matinée', 'NC'), ('sur', 'P'), ('moi', 'PRO'), ('""', 'PUNC')]"
4388,"[('""', 'PUNC'), ('trés', 'VPP'), ('bon', 'ADJ'), ('produit', 'NC'), ('""', 'PUNC')]"
4389,"[('""', 'PUNC'), ('excellente', 'ADJ'), ('senteur', 'NC'), (',', 'PUNC'), ('qui', 'PROREL'), ('dure', 'ADJ'), ('longtemps', 'ADV'), ('et', 'CC'), ('qui', 'PROREL'), ('se', 'CLR'), ('rapproche', 'V'), ('a', 'V'), ('la', 'DET'), ('marque', 'NC'), ('.', 'PUNC'), ('a', 'V'), ('recommander', 'VINF'), ('!', 'PUNC'), ('!', 'PUNC'), ('""', 'PUNC')]"
4390,"[('""', 'PUNC'), ('Genialllllll', 'NPP'), ('ce', 'DET'), ('parfum', 'NC'), ('sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), ('il', 'CLS'), ('est', 'V'), (""d'"", 'P'), ('une', 'DET'), ('odeur', 'NC'), ('très', 'ADV'), ('classe', 'N'), ('et', 'CC'), ('reste', 'V'), ('longtemps', 'ADV'), ('sur', 'P'), ('ma', 'DET'), ('peau', 'NC'), (""j'"", 'CLS'), ('aime', 'V'), ('vraiment', 'ADV'), ('beaucoup', 'ADV'), ('essayez', 'V'), ('le', 'DET'), ('et', 'CC'), ('vous', 'CLS'), ('pourrez', 'V'), ('constater', 'VINF'), ('par', 'P'), ('vous', 'PRO'), ('même', 'ADV'), ('sa', 'DET'), ('fragrance', 'NC'), ('subtile', 'ADJ'), ('et', 'CC'), ('très', 'ADV'), ('classe', 'NC'), ('.', 'PUNC'), ('Bon', 'ADJ'), ('achats', 'NC'), ('Mlle', 'NC'), ('et', 'CC'), ('Mme', 'NC'), ('""', 'PUNC')]"
4391,"[('""', 'PUNC'), ('La', 'DET'), ('fragrance', 'NC'), ('ne', 'ADV'), ('me', 'CLO'), ('plait', 'V'), ('pas', 'ADV'), ('du', 'P'), ('tout', 'ADJ'), ('.', 'PUNC'), ('""', 'PUNC')]"
4392,"[('""', 'PUNC'), ('sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), (',', 'PUNC'), ('mais', 'CC'), ('ne', 'ADV'), ('tient', 'V'), ('pas', 'ADV'), ('longtemps', 'ADV'), ('!', 'PUNC'), ('Dommange', 'NPP'), (',', 'PUNC'), ('sent', 'V'), ('vraiment', 'ADV'), ('très', 'ADV'), ('bon', 'ADJ'), ('!', 'PUNC'), ('""', 'PUNC')]"
4393,"[('parfait', 'ADJ')]"
4394,"[('""', 'PUNC'), ('Il', 'CLS'), ('sens', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4395,"[('""', 'PUNC'), ('super', 'NC'), ('parfum', 'NC'), (',', 'PUNC'), ('sent', 'V'), ('tres', 'ADJ'), ('bon', 'ADJ'), ('et', 'CC'), ('tient', 'V'), ('bien', 'ADV'), ('a', 'V'), ('recommander', 'VINF'), ('""', 'PUNC')]"
4396,"[('Super', 'NC')]"
4397,"[('Bien', 'ADV')]"
4398,"[('parfait', 'ADJ')]"
4399,"[('""', 'PUNC'), ('très', 'ADV'), ('bien', 'ADV'), ('""', 'PUNC')]"
4400,"[('""', 'PUNC'), ('parfait', 'ADJ'), ('et', 'CC'), ('très', 'ADV'), ('rapide', 'ADJ'), ('""', 'PUNC')]"
4401,"[(""J'"", 'CLS'), ('aime', 'V'), ('beaucoup', 'ADV'), (',', 'PUNC'), ('ressemble', 'V'), ('au', 'P'), ('parfum', 'NC'), ('de', 'P'), ('marque', 'NC')]"
4402,"[('tres', 'NC'), ('bien', 'ADV')]"
4403,"[('Super', 'NC'), ('ressemble', 'V'), ('a', 'V'), ('la', 'DET'), ('marque', 'NC')]"
4404,"[('""', 'PUNC'), ('partout', 'ADV'), ('ou', 'CC'), ('je', 'CLS'), ('passe', 'V'), (',', 'PUNC'), ('je', 'CLS'), ('sens', 'V'), ('bon', 'ADJ'), (',', 'PUNC'), ('meme', 'ADJ'), ('tres', 'NC'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4405,"[('Merci', 'NC')]"
4406,"[('""', 'PUNC'), ('Conforme', 'ADJ'), ('à', 'P'), ('mes', 'DET'), ('attentes', 'NC'), ('""', 'PUNC')]"
4407,"[('Bien', 'ADV')]"
4408,"[('""', 'PUNC'), ('partout', 'ADV'), ('ou', 'CC'), ('je', 'CLS'), ('vais', 'V'), (',', 'PUNC'), ('on', 'CLS'), ('me', 'CLR'), ('dit', 'V'), ('que', 'CS'), ('je', 'CLS'), ('sens', 'V'), ('bon', 'ADJ'), ('et', 'CC'), ('c', 'DET'), ('tres', 'NC'), ('agreable', 'ADJ'), ('""', 'PUNC')]"
4409,"[('""', 'PUNC'), ('Génial', 'ADJ'), (',', 'PUNC'), (""c'"", 'CLS'), ('est', 'V'), ('la', 'DET'), ('deuxième', 'ADJ'), ('fois', 'NC'), ('que', 'PROREL'), ('je', 'CLS'), ('le', 'CLO'), ('commande', 'V'), (',', 'PUNC'), ('il', 'CLS'), ('sent', 'V'), ('tellement', 'ADV'), ('bon', 'ADJ'), ('que', 'CS'), ('je', 'CLS'), (""n'"", 'ADV'), ('aie', 'V'), ('pas', 'ADV'), ('attendu', 'VPP'), ('que', 'CS'), ('ma', 'DET'), ('bouteille', 'NC'), ('soit', 'CC'), ('vide', 'NC'), ('avant', 'P'), ('de', 'P'), ('le', 'DET'), ('recommander', 'VINF'), ('.', 'PUNC'), ('Ressemble', 'N'), ('comme', 'P'), ('2', 'N'), ('gouttes', 'N'), (""d'"", 'P'), ('eau', 'N'), ('à', 'P'), ('un', 'DET'), ('autre', 'ADJ'), ('parfum', 'NC'), ('de', 'P'), ('marque', 'NC'), (';', 'PUNC'), (')', 'DET'), ('""', 'PUNC')]"
4410,"[('Super', 'NC')]"
4411,"[('""', 'PUNC'), ('se', 'CLR'), ('parfum', 'NC'), ('il', 'CLS'), ('et', 'CC'), ('esselent', 'V'), ('""', 'PUNC')]"
4412,"[('Il', 'CLS'), ('sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), (',', 'PUNC'), ('mais', 'CC'), ('ne', 'ADV'), ('tient', 'V'), ('pas', 'ADV'), (',', 'PUNC'), ('je', 'CLS'), ('dois', 'V'), ('en', 'P'), ('remettre', 'VINF'), ('souvent', 'ADV'), (',', 'PUNC'), ('mais', 'CC'), ('il', 'CLS'), (""n'"", 'ADV'), ('est', 'V'), ('pas', 'ADV'), ('cher', 'ADJ'), ('du', 'P'), ('tout', 'ADJ'), (',', 'PUNC'), ('donc', 'ADV'), ('ceci', 'PRO'), ('explique', 'V'), ('cela', 'PRO'), ('.', 'PUNC')]"
4413,"[('conforme', 'ADJ')]"
4414,"[('""', 'PUNC'), ('OK', 'NPP'), ('""', 'PUNC')]"
4415,"[('idem', 'ADV')]"
4416,"[('""', 'PUNC'), ('tres', 'ET'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4417,"[('""', 'PUNC'), ('peu', 'ADV'), ('etre', 'V'), ('un', 'DET'), ('peu', 'ADV'), ('moin', 'ADJ'), ('bien', 'ADV'), ('pour', 'P'), ('la', 'DET'), ('tenue', 'NC'), ('dans', 'P'), ('le', 'DET'), ('temps', 'NC'), ('""', 'PUNC')]"
4418,"[('""', 'PUNC'), ('tres', 'NC'), ('bien', 'ADV'), ('""', 'PUNC')]"
4419,"[('""', 'PUNC'), ('Sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), ('et', 'CC'), ('tiens', 'ADJ'), ('toute', 'ADJ'), ('la', 'DET'), ('journée', 'NC'), ('""', 'PUNC')]"
4420,"[('""', 'PUNC'), ('Sympa', 'NPP'), (',', 'PUNC'), ('tenue', 'NC'), ('moyenne', 'ADJ'), ('mais', 'CC'), ('pour', 'P'), ('le', 'DET'), ('prix', 'NC'), ('au', 'P'), ('top', 'ET'), ('""', 'PUNC')]"
4421,"[('""', 'PUNC'), ('il', 'CLS'), ('porte', 'V'), ('bien', 'ADV'), ('son', 'DET'), ('nom', 'NC'), ('""', 'PUNC')]"
4422,"[('""', 'PUNC'), ('Joli', 'NPP'), ('flacon', 'V'), ('sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), ('et', 'CC'), ('je', 'CLS'), ('ne', 'ADV'), (""m'"", 'CLO'), ('en', 'CLO'), ('passe', 'V'), ('pas', 'ADV'), ('""', 'PUNC')]"
4423,"[('""', 'PUNC'), ('bon', 'ADJ'), ('produit', 'NC'), ('""', 'PUNC')]"
4424,"[('""', 'PUNC'), ('2ème', 'ADJ'), ('fois', 'NC'), ('que', 'PROREL'), ('je', 'CLS'), ('commande', 'V'), (',', 'PUNC'), (""j'"", 'CLS'), ('aime', 'V'), ('toujours', 'ADV'), ('autant', 'ADV'), (',', 'PUNC'), ('sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), ('et', 'CC'), ('tient', 'V'), ('bien', 'ADV'), ('sur', 'P'), ('moi', 'PRO'), ('""', 'PUNC')]"
4425,"[('""', 'PUNC'), ('J', 'N'), ('adore', 'V'), ('trop', 'ADV'), ('""', 'PUNC')]"
4426,"[('""', 'PUNC'), ('top', 'ET'), (',', 'PUNC'), ('odeur', 'NC'), ('de', 'P'), ('vanille', 'NC'), ('sucré', 'VPP'), ('que', 'CS'), (""j'"", 'CLS'), ('adore', 'V'), ('""', 'PUNC')]"
4427,"[('""', 'PUNC'), ('sent', 'V'), ('très', 'ADV'), ('bon', 'ADJ'), ('mais', 'CC'), ('ne', 'ADV'), ('tient', 'V'), ('pas', 'ADV'), ('beaucoup', 'ADV'), ('""', 'PUNC')]"
4428,"[('parfait', 'ADJ')]"
4429,"[('""', 'PUNC'), ('sent', 'V'), ('bon', 'ADJ'), ('""', 'PUNC')]"
4430,"[('""', 'PUNC'), ('Tres', 'ET'), ('leger', 'ET'), ('pour', 'P'), (""l'"", 'DET'), ('été', 'NC'), ('.', 'PUNC'), ('""', 'PUNC')]"
4431,"[('Conforme', 'ADJ')]"
4432,"[('""', 'PUNC'), ('très', 'ADV'), ('bien', 'ADV'), ('""', 'PUNC')]"
